text_a	text_b	labels
	Does it make mathematical sense	1.0
	Why or why not	6.0
	Okay	0.0
	Lets start with Kyle	1.0
I think it does make mathematical sense because with 12 if you add 13 to that its 25 and if you add 14 to 25 its 38 and 38 plus 15 is 51 and so on	Okay	0.0
	Would someone like to add to what Kyle has stated	2.0
	Or make a different statement	2.0
	Does this make mathematical sense	1.0
	Um Debra	1.0
It does well it does make mathematical sense but it doesnt follow the plan	Okay	0.0
	So could you tell me which one does make mathematical sense and does follow the plan and which one or ones dont follow	5.0
Movie Busters and Mail Flix follow the plan and Online Flix doesnt	Okay	0.0
	Would you like to add to that Victoria	2.0
But youre really not paying for anything right now so why should you pay that much now without without any movies right now	Okay so you bring up an interesting point Victoria this idea of 0	0.0
	So well move on to that in just a moment	0.0
	Melanie you had a comment about the previous question	1.0
	Or about 0	1.0
About the 0	Okay do you want to talk about 0 then	1.0
I think that it does make sense because the 12 the Online Flix you have to pay 12 per month and so that would be you would havent rent no movies but you still have to pay for the month on each one	Okay so if we rented 0 movies from Online Flix youre saying we would still have to pay the 12	1.0
Yeah	Okay even though I dont have anything	1.0
Yeah	Okay	0.0
	Jocelyn	1.0
Um it doesnt really make sense because like Movie Busters see how all the way down it adds 3	Uh huh	1.0
And so on	Okay	0.0
	Someone want to add to this conversation	2.0
	Hailey	1.0
And then from 25 if you add like 13 more dont you get 38	Yes	0.0
And it keeps going	So then were adding by what here Hailey	5.0
13	Okay	0.0
	Danielle	1.0
12 plus 12 equals 24 but if you buy one movie it equals 25	Okay	0.0
	So the two flat fees of 12 plus the 1 makes the 25	1.0
Yes	Okay	0.0
	Um	0.0
	So is there would anyone else like to share about whether or not it makes mathematical sense	5.0
	Jessica	1.0
I think it does make mathematical sense because they all match the plan	Amir	1.0
But why are we adding 1 to it	Could someone answer Amirs question	2.0
	Lisa	1.0
Because you pay 1 per movie	Okay	0.0
	related videos	0.0
	So what were gonna look at now is go back to this idea of 0	0.0
	What does 0 tell us about these three different plans	5.0
	What did we learn about 0 with this table with Student As table that we didnt necessarily learn with Student Hs table	5.0
	So what are we learning about 0	5.0
	Go ahead and talk to your shoulder partner please for a quick moment	1.0
Oh si	So if 0 is important Id like you to tell me with thumbsup under your chin if 0 is not important show me with thumbsdown	1.0
	Okay	0.0
	Hands down	0.0
	Why is 0 important	6.0
	Again why is 0 important	6.0
	Katie	1.0
Because its showing you that with with On with Online Flix and Mail Flix you still have to pay the monthly fee even though youre not buying any movies	Okay	0.0
	Could I have someone restate what Katie just shared	1.0
	Hailey	1.0
Like even though like it says for either one of them that you have to pay a fee and youre still paying it but on Movie Busters if you dont get anything youre not gonna have a fee to pay	Okay	0.0
So it goes by what you rent	How would you thank you	0.0
	How would you help Student A make sense of the plans in this table	5.0
	How would you help Student A make sense of it	5.0
	Jessica	1.0
So I would get rid of the 0	Okay	0.0
	What else could we do what else could a person suggest to Student A to help them with their table	5.0
	Kyle	1.0
You could tell them that you dont have to pay the first fee for every rental you just have to pay 1	Okay so if you were to help them figure out that this was not 25 what would you tell them	5.0
Uh that you dont pay the flat fee for every rental you just pay 1	So what would it cost for 1 movie from Online Flix	5.0
13	And how did you get your 13	5.0
Because 12 plus 1 is 13	Okay	0.0
	Again going back to our original prompt	0.0
	When will all three plans cost the same amount of money	5.0
	Does this would this table if there wasnt the confusion with Online Flix help us answer that question	5.0
	Would we be able to answer the question um of when the three plans would cost the same	1.0
	If yes thumbsup if no thumbsdown	1.0
	Okay	0.0
	Hands down	0.0
	Could someone explain to us why you would be able to answer the prompt of when the three plans would cost the same if we could correct the confusion here with Online Flix	6.0
	Erin	1.0
Well because then you could compare the prices and eventually meet up with one of them for the prices which is 18	Okay	0.0
	Could I have someone restate what Erin said or share their own idea of why this is why wed be able to compare them	2.0
	Charles	1.0
Well if like out of those they can be even Id first look at Mail Flix because if thats always 18 that means that youre gonna need to look for 18 matching so Id go down to the other ones and look  til they had 18	Okay	0.0
	Thank you Charles	0.0
	So what Im going to ask of you right now is Im gonna ask that you make any mathematical corrections or additions to Student As paper and make sure at the bottom of the page that you give reasons why you made those additions or changes	0.0
	So Jessica are you gonna make any changes to Student As work	1.0
Im gonna shift all the numbers downwards so I can get rid of the 0	Keep the 0	4.0
	Keep the 0	0.0
	And Jessica see that if you keep the 0 it then tells the reader of your table whether or not youre gonna have to pay if you dont rent any movies	0.0
	So we can see here with Movie Buster that if you dont rent anything you dont pay anything	0.0
	Where with Online Flix and Mail Flix if you dont rent anything you still have a fee to pay	0.0
	So we want to	0.0
Isnt that kind of like a ripoff	That would be a ripoff and thats why if we dont rent any movies thats also something for us to consider with these two plans	0.0
	Okay	0.0
	Amir what changes have you made for Student A	5.0
No changes	Why not	6.0
Cause I think they should keep the 0  cause maybe the Student A would want to go to rent a DVD and they would find out that every month a DVD would be 12 um dollars for the Online Flix and	So Im gonna stop you for a moment Amir	0.0
	Online Flix costs 12 a month plus 1 a movie	0.0
	So if you rent 1 movie how much money is that gonna cost you	5.0
But if you wanna rent a movie and one month	Again this is number of movies so 1 movie is gonna cost you 1 plus a 12 flat fee	0.0
	So how much will 1 movie cost you all together	5.0
Um 25 bucks	You have your flat fee of 12 plus 1 for that movie	0.0
	So whats that going to be	5.0
I dont understand	So if you rent 1 DVD for Online Flix you pay 12 a month even if you dont rent anything	0.0
	Then you add a dollar for each movie that you rent	0.0
	So you pay your 12 and then you rent 1 movie so thats an extra dollar	0.0
	So you pay 12 plus the 1	0.0
13	So for then 2 DVDs how much are you gonna spend	5.0
Umfor 2 DVDs 13	So you have your 12 dollars plus the 2 that you spent for the 2 movies	0.0
	So thats 12 plus 2	0.0
12 plus 2 equals 14	And what about 3 DVDs	5.0
